.imp,hispanic,black,api,aian,state
3,NA,NA,NA,NA,Nevada
3,NA,NA,NA,NA,Maryland
3,NA,NA,NA,NA,Virginia
3,NA,NA,NA,NA,Maryland
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Hawaii
3,NA,NA,NA,NA,Kansas
3,NA,NA,NA,NA,Delaware
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,Maryland
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Nevada
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,Idaho
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Idaho
3,NA,NA,NA,NA,Alaska
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Oregon
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,District of Columbia
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Mississippi
3,NA,NA,NA,NA,Minnesota
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Maryland
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Virginia
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,Oregon
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Connecticut
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Michigan
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,North Dakota
3,NA,NA,NA,NA,Minnesota
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,New Jersey
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Michigan
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,Nebraska
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Minnesota
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Maryland
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Michigan
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Nevada
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Michigan
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,Alaska
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Maryland
3,NA,NA,NA,NA,Alaska
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Mississippi
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Michigan
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,Virginia
3,NA,NA,NA,NA,Michigan
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Wisconsin
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,Delaware
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Wyoming
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Virginia
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Virginia
3,NA,NA,NA,NA,Mississippi
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Maryland
3,NA,NA,NA,NA,Virginia
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,West Virginia
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Maryland
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,West Virginia
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Nevada
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Nebraska
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Virginia
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Michigan
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,Idaho
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Montana
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Connecticut
3,NA,NA,NA,NA,North Dakota
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Michigan
3,NA,NA,NA,NA,Virginia
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Maine
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,Virginia
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,Nevada
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,West Virginia
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Virginia
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,Hawaii
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Alaska
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,West Virginia
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Montana
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Mississippi
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Wyoming
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,Michigan
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Wisconsin
3,NA,NA,NA,NA,North Dakota
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,West Virginia
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Iowa
3,NA,NA,NA,NA,Connecticut
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Massachusetts
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Hawaii
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,Idaho
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Oregon
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,New Hampshire
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Wisconsin
3,NA,NA,NA,NA,Alaska
3,NA,NA,NA,NA,Kansas
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Iowa
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,Alaska
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Oregon
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,District of Columbia
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Mississippi
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,West Virginia
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Maine
3,NA,NA,NA,NA,Michigan
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Nevada
3,NA,NA,NA,NA,Wisconsin
3,NA,NA,NA,NA,South Dakota
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Nevada
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Iowa
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,West Virginia
3,NA,NA,NA,NA,Alaska
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Nevada
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,Connecticut
3,NA,NA,NA,NA,Maine
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Hawaii
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,Kansas
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Connecticut
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Iowa
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Kansas
3,NA,NA,NA,NA,Alaska
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Iowa
3,NA,NA,NA,NA,Kansas
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Kansas
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Oregon
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Vermont
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,Massachusetts
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,District of Columbia
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,New Mexico
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Iowa
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,Nevada
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Utah
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Wisconsin
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,North Dakota
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,Michigan
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Oregon
3,NA,NA,NA,NA,South Carolina
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Oregon
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Alaska
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Maryland
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,Oregon
3,NA,NA,NA,NA,Wisconsin
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Louisiana
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Maryland
3,NA,NA,NA,NA,Missouri
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Oklahoma
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,Idaho
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Illinois
3,NA,NA,NA,NA,Kentucky
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Arkansas
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Iowa
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Tennessee
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Colorado
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Alabama
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Wisconsin
3,NA,NA,NA,NA,Pennsylvania
3,NA,NA,NA,NA,Virginia
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,Nevada
3,NA,NA,NA,NA,Wisconsin
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Ohio
3,NA,NA,NA,NA,North Carolina
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Arizona
3,NA,NA,NA,NA,Florida
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,New York
3,NA,NA,NA,NA,Virginia
3,NA,NA,NA,NA,West Virginia
3,NA,NA,NA,NA,Georgia
3,NA,NA,NA,NA,Indiana
3,NA,NA,NA,NA,Mississippi
3,NA,NA,NA,NA,Nevada
3,NA,NA,NA,NA,Washington
3,NA,NA,NA,NA,North Dakota
3,NA,NA,NA,NA,Texas
3,NA,NA,NA,NA,California
3,NA,NA,NA,NA,Colorado
